matricula,mediaNotas,menorNota,maiorNota,quantidadeDisciplinasCursadas,quantidadeAprovacoes,quantidadeReprovacoes,mediaAprovadas,mediaReprovadas,cargaHorariaPassada,taxaDeSucesso,semestrePassado,anosMatriculado,menorNota_cat,maiorNota_cat,mediaNotas_cat,mediaAprovadas_cat,mediaReprovadas_cat,cargaHorariaPassada_cat
2013007595,4.45,2.0,5.9,4,2,2,5.7,3.2,260.0,0.5,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013007693,3.85,0.2,8.3,6,3,3,6.2,1.5,330.0,0.5,2015.2,2,baixa,alta,baixa,media,baixa,media
2013016825,5.328571428571428,1.0,9.0,7,5,2,6.58,2.2,410.0,0.7142857142857143,2015.2,2,baixa,alta,media,media,baixa,media
2013017045,5.7,4.1,8.0,6,5,1,6.0200000000000005,4.1,360.0,0.8333333333333334,2015.2,2,baixa,alta,media,media,baixa,media
2013017205,8.983333333333333,7.5,9.7,6,6,0,8.983333333333333,0.0,360.0,1.0,2015.2,2,alta,alta,alta,alta,baixa,media
2013017420,6.550000000000001,5.9,7.3,4,4,0,6.550000000000001,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013017457,8.950000000000001,7.3,10.0,6,6,0,8.950000000000001,0.0,390.0,1.0,2015.2,2,alta,,alta,alta,baixa,media
2013017466,2.9166666666666665,0.3,5.8,6,2,4,5.5,1.6249999999999998,390.0,0.3333333333333333,2015.2,2,baixa,media,baixa,media,baixa,media
2013017475,6.779999999999999,5.2,8.3,5,5,0,6.779999999999999,0.0,300.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013017519,5.114285714285714,0.6,7.8,7,5,2,6.82,0.8500000000000001,420.0,0.7142857142857143,2015.2,2,baixa,alta,media,media,baixa,alta
2013017537,7.285714285714286,5.5,10.0,7,7,0,7.285714285714286,0.0,420.0,1.0,2015.2,2,media,,alta,alta,baixa,alta
2013017564,4.725,2.6,6.6,4,2,2,6.15,3.3,225.0,0.5,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013017573,7.2,6.0,8.2,5,5,0,7.2,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013017591,7.3,5.8,8.7,5,5,0,7.3,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013017626,3.62,0.2,6.1,5,3,2,5.633333333333333,0.6,330.0,0.6,2015.2,2,baixa,media,baixa,media,baixa,media
2013017635,4.142857142857143,0.5,8.0,7,3,4,6.766666666666667,2.175,480.0,0.42857142857142855,2015.2,2,baixa,alta,baixa,media,baixa,alta
2013017644,4.619999999999999,1.2,8.2,5,2,3,7.449999999999999,2.733333333333333,390.0,0.4,2015.2,2,baixa,alta,baixa,alta,baixa,media
2013017653,0.0,0.0,0.0,3,0,3,0.0,0.0,180.0,0.0,2015.2,2,baixa,baixa,baixa,baixa,baixa,baixa
2013017662,6.3374999999999995,5.3,8.4,8,8,0,6.3374999999999995,0.0,480.0,1.0,2015.2,2,media,alta,media,media,baixa,alta
2013017715,6.233333333333334,2.2,8.0,6,5,1,7.040000000000001,2.2,360.0,0.8333333333333334,2015.2,2,baixa,alta,media,alta,baixa,media
2013017724,2.3800000000000003,0.0,5.8,5,1,4,5.8,1.5250000000000001,285.0,0.2,2015.2,2,baixa,media,baixa,media,baixa,media
2013017770,6.785714285714286,1.9,9.8,7,6,1,7.599999999999999,1.9,420.0,0.8571428571428571,2015.2,2,baixa,alta,media,alta,baixa,alta
2013017798,7.58,5.5,9.5,5,5,0,7.58,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013017804,8.533333333333333,7.5,8.9,6,6,0,8.533333333333333,0.0,360.0,1.0,2015.2,2,alta,alta,alta,alta,baixa,media
2013017850,4.5,0.7,9.4,6,3,3,7.433333333333334,1.5666666666666667,390.0,0.5,2015.2,2,baixa,alta,baixa,alta,baixa,media
2013017920,8.08,6.4,9.8,5,5,0,8.08,0.0,330.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013017930,6.28,5.8,6.8,5,5,0,6.28,0.0,315.0,1.0,2015.2,2,media,media,media,media,baixa,media
2013017985,5.1000000000000005,0.8,7.1,6,5,1,5.959999999999999,0.8,395.0,0.8333333333333334,2015.2,2,baixa,alta,media,media,baixa,media
2013018006,6.666666666666667,5.7,7.7,6,6,0,6.666666666666667,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013018015,6.333333333333333,5.8,7.6,6,6,0,6.333333333333333,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013018033,3.016666666666667,1.0,7.5,6,1,5,7.5,2.12,420.0,0.16666666666666666,2015.2,2,baixa,alta,baixa,alta,baixa,alta
2013018060,3.96,0.0,6.5,5,3,2,6.066666666666667,0.8,330.0,0.6,2015.2,2,baixa,media,baixa,media,baixa,media
2013018104,5.1,0.6,7.7,4,3,1,6.6000000000000005,0.6,240.0,0.75,2015.2,2,baixa,alta,media,media,baixa,baixa
2013018113,5.54,4.0,7.0,5,4,1,5.925,4.0,330.0,0.8,2015.2,2,baixa,alta,media,media,baixa,media
2013018131,6.675,6.2,7.7,4,4,0,6.675,0.0,240.0,1.0,2015.2,2,media,alta,media,media,baixa,baixa
2013018187,6.371428571428572,0.0,10.0,7,6,1,7.433333333333334,0.0,390.0,0.8571428571428571,2015.2,2,baixa,,media,alta,baixa,media
2013018196,7.042857142857143,5.2,9.0,7,7,0,7.042857142857143,0.0,420.0,1.0,2015.2,2,media,alta,alta,alta,baixa,alta
2013018202,5.75,1.5,9.7,6,4,2,7.574999999999999,2.1,360.0,0.6666666666666666,2015.2,2,baixa,alta,media,alta,baixa,media
2013018230,4.275,0.0,7.0,4,2,2,7.0,1.55,165.0,0.5,2015.2,2,baixa,alta,baixa,alta,baixa,baixa
2013018249,3.85,0.0,8.0,4,2,2,6.9,0.8,230.0,0.5,2015.2,2,baixa,alta,baixa,media,baixa,baixa
2013018300,6.175,5.3,7.7,4,4,0,6.175,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013018329,3.325,0.4,6.1,4,1,3,5.0,2.766666666666667,240.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013018356,6.566666666666666,5.2,8.5,6,6,0,6.566666666666666,0.0,450.0,1.0,2015.2,2,media,alta,media,media,baixa,alta
2013018365,2.95,0.0,9.0,4,1,3,9.0,0.9333333333333335,275.0,0.25,2015.2,2,baixa,alta,baixa,alta,baixa,baixa
2013018383,6.900000000000001,6.4,7.7,3,3,0,6.900000000000001,0.0,240.0,1.0,2015.2,2,media,alta,media,media,baixa,baixa
2013018418,6.650000000000001,5.7,7.5,6,6,0,6.650000000000001,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013018436,5.05,0.0,7.4,6,5,1,6.0600000000000005,0.0,360.0,0.8333333333333334,2015.2,2,baixa,alta,media,media,baixa,media
2013018463,7.983333333333334,7.2,8.7,6,6,0,7.983333333333334,0.0,360.0,1.0,2015.2,2,alta,alta,alta,alta,baixa,media
2013018481,2.5625,0.0,7.5,8,3,5,6.833333333333333,0.0,480.0,0.375,2015.2,2,baixa,alta,baixa,media,baixa,alta
2013018490,6.375,5.1,8.3,4,4,0,6.375,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013018507,6.36,5.0,8.0,5,5,0,6.36,0.0,300.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013018525,6.637499999999999,4.3,7.9,8,7,1,6.971428571428571,4.3,480.0,0.875,2015.2,2,baixa,alta,media,media,baixa,alta
2013018543,2.125,0.0,5.4,4,1,3,5.4,1.0333333333333334,210.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013018552,8.100000000000001,6.5,9.2,6,6,0,8.100000000000001,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013018570,7.666666666666667,5.5,9.0,6,6,0,7.666666666666667,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013018599,5.9399999999999995,5.0,6.7,5,5,0,5.9399999999999995,0.0,285.0,1.0,2015.2,2,media,media,media,media,baixa,media
2013018641,7.919999999999999,7.1,9.7,5,5,0,7.919999999999999,0.0,420.0,1.0,2015.2,2,alta,alta,alta,alta,baixa,alta
2013018697,2.9,0.0,6.6,5,2,3,6.6,0.43333333333333335,350.0,0.4,2015.2,2,baixa,media,baixa,media,baixa,media
2013018703,6.728571428571428,0.0,8.6,7,6,1,7.849999999999999,0.0,420.0,0.8571428571428571,2015.2,2,baixa,alta,media,alta,baixa,alta
2013018712,7.516666666666667,5.4,9.0,6,6,0,7.516666666666667,0.0,390.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013018730,7.833333333333333,6.1,9.3,6,6,0,7.833333333333333,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013018740,3.533333333333333,0.0,5.6,3,2,1,5.3,0.0,180.0,0.6666666666666666,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013018786,7.44,6.5,8.7,5,5,0,7.44,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013018795,5.959999999999999,2.4,8.3,5,4,1,6.85,2.4,315.0,0.8,2015.2,2,baixa,alta,media,media,baixa,media
2013018839,4.666666666666667,3.8,5.2,3,2,1,5.1,3.8,195.0,0.6666666666666666,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013018875,9.559999999999999,9.3,9.8,5,5,0,9.559999999999999,0.0,330.0,1.0,2015.2,2,alta,alta,alta,alta,baixa,media
2013018884,5.766666666666667,4.7,6.8,6,5,1,5.9799999999999995,4.7,360.0,0.8333333333333334,2015.2,2,baixa,media,media,media,baixa,media
2013018900,5.42,0.3,9.3,5,3,2,7.400000000000001,2.4499999999999997,300.0,0.6,2015.2,2,baixa,alta,media,alta,baixa,media
2013018919,3.375,1.9,6.2,4,1,3,6.2,2.433333333333333,255.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013018955,4.366666666666667,1.3,8.8,3,1,2,8.8,2.15,180.0,0.3333333333333333,2015.2,2,baixa,alta,baixa,alta,baixa,baixa
2013018991,4.716666666666667,1.7,8.0,6,4,2,5.9,2.35,480.0,0.6666666666666666,2015.2,2,baixa,alta,baixa,media,baixa,alta
2013019030,1.9666666666666668,0.0,5.0,3,1,2,5.0,0.45,150.0,0.3333333333333333,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013019059,7.299999999999999,5.5,8.7,4,4,0,7.299999999999999,0.0,240.0,1.0,2015.2,2,media,alta,alta,alta,baixa,baixa
2013019095,6.816666666666667,5.8,8.3,6,6,0,6.816666666666667,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013019101,6.3999999999999995,5.4,7.5,6,6,0,6.3999999999999995,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013019120,3.6166666666666667,1.3,6.5,6,2,4,6.1,2.375,380.0,0.3333333333333333,2015.2,2,baixa,media,baixa,media,baixa,media
2013019157,3.96,1.1,7.0,5,2,3,6.0,2.6,285.0,0.4,2015.2,2,baixa,alta,baixa,media,baixa,media
2013019166,6.779999999999999,5.6,8.9,5,5,0,6.779999999999999,0.0,270.0,1.0,2015.2,2,media,alta,media,media,baixa,baixa
2013019175,6.8500000000000005,5.4,10.0,6,6,0,6.8500000000000005,0.0,360.0,1.0,2015.2,2,media,,media,media,baixa,media
2013019184,5.35,3.3,7.2,4,3,1,6.033333333333332,3.3,240.0,0.75,2015.2,2,baixa,alta,media,media,baixa,baixa
2013019200,6.933333333333334,5.2,10.0,6,6,0,6.933333333333334,0.0,360.0,1.0,2015.2,2,media,,media,media,baixa,media
2013019228,2.766666666666666,0.0,8.1,3,1,2,8.1,0.1,210.0,0.3333333333333333,2015.2,2,baixa,alta,baixa,alta,baixa,baixa
2013019246,6.883333333333334,5.0,10.0,6,6,0,6.883333333333334,0.0,375.0,1.0,2015.2,2,media,,media,media,baixa,media
2013019273,6.825,5.5,7.8,8,8,0,6.825,0.0,450.0,1.0,2015.2,2,media,alta,media,media,baixa,alta
2013019291,5.416666666666667,0.9,8.9,6,4,2,7.35,1.55,360.0,0.6666666666666666,2015.2,2,baixa,alta,media,alta,baixa,media
2013019344,4.4799999999999995,0.0,7.2,5,3,2,6.166666666666667,1.95,285.0,0.6,2015.2,2,baixa,alta,baixa,media,baixa,media
2013019362,6.766666666666667,2.2,10.0,6,5,1,7.68,2.2,360.0,0.8333333333333334,2015.2,2,baixa,,media,alta,baixa,media
2013019424,5.516666666666667,4.0,8.0,6,5,1,5.82,4.0,375.0,0.8333333333333334,2015.2,2,baixa,alta,media,media,baixa,media
2013019442,3.55,0.0,9.2,8,3,5,6.833333333333333,1.58,360.0,0.375,2015.2,2,baixa,alta,baixa,media,baixa,media
2013019460,7.74,6.8,9.1,5,5,0,7.74,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013019498,2.36,0.0,5.7,5,1,4,5.5,1.575,320.0,0.2,2015.2,2,baixa,media,baixa,media,baixa,media
2013019504,1.8199999999999998,0.0,5.8,5,1,4,5.8,0.825,300.0,0.2,2015.2,2,baixa,media,baixa,media,baixa,media
2013019513,4.228571428571429,0.1,8.3,7,3,4,7.1000000000000005,2.0749999999999997,435.0,0.42857142857142855,2015.2,2,baixa,alta,baixa,alta,baixa,alta
2013019578,6.075,4.8,7.0,4,3,1,6.5,4.8,240.0,0.75,2015.2,2,baixa,alta,media,media,baixa,baixa
2013019630,0.06666666666666667,0.0,0.2,3,0,3,0.0,0.06666666666666667,180.0,0.0,2015.2,2,baixa,baixa,baixa,baixa,baixa,baixa
2013019649,3.5,0.8,6.2,2,1,1,6.2,0.8,150.0,0.5,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013019658,6.58,2.9,8.5,5,4,1,7.5,2.9,300.0,0.8,2015.2,2,baixa,alta,media,alta,baixa,media
2013019685,7.5,6.4,10.0,6,6,0,7.5,0.0,360.0,1.0,2015.2,2,media,,alta,alta,baixa,media
2013019710,5.216666666666666,0.3,7.9,6,5,1,6.2,0.3,360.0,0.8333333333333334,2015.2,2,baixa,alta,media,media,baixa,media
2013019747,7.766666666666667,6.0,8.9,6,6,0,7.766666666666667,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013019774,8.2,8.1,8.3,2,2,0,8.2,0.0,120.0,1.0,2015.2,2,alta,alta,alta,alta,baixa,baixa
2013019792,1.8333333333333333,0.0,5.1,3,1,2,5.1,0.2,195.0,0.3333333333333333,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013019818,5.716666666666666,3.0,7.3,6,5,1,6.26,3.0,360.0,0.8333333333333334,2015.2,2,baixa,alta,media,media,baixa,media
2013019925,2.875,1.1,5.6,4,1,3,5.6,1.9666666666666668,270.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013019961,5.916666666666668,5.1,6.9,6,6,0,5.916666666666668,0.0,480.0,1.0,2015.2,2,media,media,media,media,baixa,alta
2013019970,6.416666666666667,0.4,9.5,6,5,1,7.62,0.4,360.0,0.8333333333333334,2015.2,2,baixa,alta,media,alta,baixa,media
2013020031,5.6,5.6,5.6,1,1,0,5.6,0.0,60.0,1.0,2015.2,2,media,media,media,media,baixa,muito_baixa
2013020087,6.1,5.2,8.2,5,5,0,6.1,0.0,330.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013020102,6.383333333333333,5.0,8.1,6,6,0,6.383333333333333,0.0,360.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013020111,4.566666666666666,1.2,7.4,3,2,1,6.25,1.2,195.0,0.6666666666666666,2015.2,2,baixa,alta,baixa,media,baixa,baixa
2013020120,7.360000000000001,5.5,10.0,5,5,0,7.360000000000001,0.0,390.0,1.0,2015.2,2,media,,alta,alta,baixa,media
2013020158,3.2999999999999994,0.4,8.0,6,2,4,6.8,1.55,375.0,0.3333333333333333,2015.2,2,baixa,alta,baixa,media,baixa,media
2013020185,6.7749999999999995,5.7,8.0,4,4,0,6.7749999999999995,0.0,225.0,1.0,2015.2,2,media,alta,media,media,baixa,baixa
2013020200,4.75,0.0,8.3,6,4,2,6.925,0.4,375.0,0.6666666666666666,2015.2,2,baixa,alta,baixa,media,baixa,media
2013020247,5.5,1.4,9.7,4,3,1,6.866666666666667,1.4,240.0,0.75,2015.2,2,baixa,alta,media,media,baixa,baixa
2013020265,8.459999999999999,7.0,9.8,5,5,0,8.459999999999999,0.0,300.0,1.0,2015.2,2,alta,alta,alta,alta,baixa,media
2013020274,7.633333333333333,6.4,8.8,6,6,0,7.633333333333333,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013020283,3.325,0.5,5.4,4,2,2,5.35,1.3,275.0,0.5,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013020309,7.18,5.7,8.7,5,5,0,7.18,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013020327,5.642857142857143,2.6,7.9,7,5,2,6.7,3.0,425.0,0.7142857142857143,2015.2,2,baixa,alta,media,media,baixa,alta
2013020336,2.685714285714286,0.0,6.8,7,2,5,6.15,1.3,390.0,0.2857142857142857,2015.2,2,baixa,media,baixa,media,baixa,media
2013020372,5.428571428571429,3.4,6.5,7,6,1,5.766666666666667,3.4,435.0,0.8571428571428571,2015.2,2,baixa,media,media,media,baixa,alta
2013020390,7.033333333333334,6.4,7.8,3,3,0,7.033333333333334,0.0,180.0,1.0,2015.2,2,media,alta,alta,alta,baixa,baixa
2013020434,5.86,1.1,8.8,5,4,1,7.05,1.1,285.0,0.8,2015.2,2,baixa,alta,media,alta,baixa,media
2013020443,3.6999999999999997,0.8,7.9,6,2,4,7.85,1.625,315.0,0.3333333333333333,2015.2,2,baixa,alta,baixa,alta,baixa,media
2013020514,6.3,5.0,8.6,3,3,0,6.3,0.0,195.0,1.0,2015.2,2,media,alta,media,media,baixa,baixa
2013020588,6.266666666666667,5.1,8.3,6,6,0,6.266666666666667,0.0,390.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013020597,7.083333333333333,5.3,8.8,6,6,0,7.083333333333333,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013020612,1.36,0.0,5.4,5,1,4,5.4,0.35,335.0,0.2,2015.2,2,baixa,media,baixa,media,baixa,media
2013020630,7.279999999999999,5.7,8.8,5,5,0,7.279999999999999,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013020640,7.0,5.2,8.5,4,4,0,7.0,0.0,330.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013020659,7.3,5.0,8.0,6,6,0,7.3,0.0,330.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013020668,2.266666666666666,0.0,6.0,6,2,4,5.8,0.5,330.0,0.3333333333333333,2015.2,2,baixa,media,baixa,media,baixa,media
2013020677,4.12,0.4,5.2,5,4,1,5.05,0.4,360.0,0.8,2015.2,2,baixa,media,baixa,media,baixa,media
2013020695,7.114285714285715,5.3,9.9,7,7,0,7.114285714285715,0.0,420.0,1.0,2015.2,2,media,alta,alta,alta,baixa,alta
2013020720,3.6799999999999997,0.0,6.8,5,3,2,6.033333333333334,0.15,300.0,0.6,2015.2,2,baixa,media,baixa,media,baixa,media
2013020775,3.22,0.7,7.4,5,1,4,7.4,2.175,330.0,0.2,2015.2,2,baixa,alta,baixa,alta,baixa,media
2013020784,6.083333333333333,0.0,8.3,6,5,1,7.3,0.0,360.0,0.8333333333333334,2015.2,2,baixa,alta,media,alta,baixa,media
2013020800,7.014285714285714,5.5,8.8,7,7,0,7.014285714285714,0.0,420.0,1.0,2015.2,2,media,alta,alta,alta,baixa,alta
2013020837,8.285714285714285,7.4,8.9,7,7,0,8.285714285714285,0.0,420.0,1.0,2015.2,2,alta,alta,alta,alta,baixa,alta
2013020926,6.7,6.4,7.3,3,3,0,6.7,0.0,255.0,1.0,2015.2,2,media,alta,media,media,baixa,baixa
2013020962,5.371428571428572,0.4,8.8,7,5,2,7.340000000000001,0.45,360.0,0.7142857142857143,2015.2,2,baixa,alta,media,alta,baixa,media
2013020971,5.5,0.0,9.0,4,3,1,7.333333333333333,0.0,120.0,0.75,2015.2,2,baixa,alta,media,alta,baixa,baixa
2013020980,3.75,1.4,6.3,6,3,3,5.766666666666667,1.7333333333333332,420.0,0.5,2015.2,2,baixa,media,baixa,media,baixa,alta
2013021001,4.566666666666667,0.3,7.0,6,4,2,6.375,0.9500000000000001,360.0,0.6666666666666666,2015.2,2,baixa,alta,baixa,media,baixa,media
2013021075,4.800000000000001,0.0,7.5,4,3,1,6.400000000000001,0.0,240.0,0.75,2015.2,2,baixa,alta,baixa,media,baixa,baixa
2013021093,2.02,0.0,5.0,5,1,4,5.0,1.275,300.0,0.2,2015.2,2,baixa,media,baixa,media,baixa,media
2013021262,8.15,6.5,9.3,6,6,0,8.15,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013021280,5.633333333333333,4.4,7.4,6,5,1,5.88,4.4,390.0,0.8333333333333334,2015.2,2,baixa,alta,media,media,baixa,media
2013021315,7.3,5.0,8.8,6,6,0,7.3,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013021333,4.25,0.5,5.9,4,3,1,5.5,0.5,255.0,0.75,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013021351,3.2,0.0,8.7,8,3,5,6.866666666666667,1.0,510.0,0.375,2015.2,2,baixa,alta,baixa,media,baixa,alta
2013021370,4.0600000000000005,0.4,8.8,5,2,3,7.4,1.8333333333333333,320.0,0.4,2015.2,2,baixa,alta,baixa,alta,baixa,media
2013021404,4.8999999999999995,0.0,7.0,7,5,2,6.0,2.15,420.0,0.7142857142857143,2015.2,2,baixa,alta,baixa,media,baixa,alta
2013021413,7.24,6.9,7.7,5,5,0,7.24,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013021440,8.4,6.7,9.8,5,5,0,8.4,0.0,300.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013021469,7.866666666666666,6.4,9.7,6,6,0,7.866666666666666,0.0,390.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013021496,4.45,1.2,6.0,4,3,1,5.533333333333334,1.2,260.0,0.75,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013021520,6.5600000000000005,5.3,8.9,5,5,0,6.5600000000000005,0.0,420.0,1.0,2015.2,2,media,alta,media,media,baixa,alta
2013021549,6.228571428571428,3.0,9.8,7,6,1,6.766666666666666,3.0,420.0,0.8571428571428571,2015.2,2,baixa,alta,media,media,baixa,alta
2013021567,4.8,0.0,10.0,5,3,2,8.0,0.0,300.0,0.6,2015.2,2,baixa,,baixa,alta,baixa,media
2013021576,5.8,1.9,7.4,7,5,2,6.840000000000001,3.2,435.0,0.7142857142857143,2015.2,2,baixa,alta,media,media,baixa,alta
2013021594,1.9333333333333333,0.0,5.0,6,1,5,5.0,1.3199999999999998,425.0,0.16666666666666666,2015.2,2,baixa,media,baixa,media,baixa,alta
2013021638,8.428571428571429,5.7,9.3,7,7,0,8.428571428571429,0.0,330.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013021656,6.44,5.5,7.8,5,5,0,6.44,0.0,285.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013021718,3.35,1.2,5.5,2,1,1,5.5,1.2,90.0,0.5,2015.2,2,baixa,media,baixa,media,baixa,muito_baixa
2013021754,5.26,2.7,7.0,5,4,1,5.9,2.7,285.0,0.8,2015.2,2,baixa,alta,media,media,baixa,media
2013021772,5.983333333333333,1.3,8.3,6,4,2,8.075,1.7999999999999998,360.0,0.6666666666666666,2015.2,2,baixa,alta,media,alta,baixa,media
2013021781,3.4,0.2,6.8,4,1,3,6.8,2.2666666666666666,225.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013021807,4.783333333333333,1.0,8.2,6,3,3,6.8,2.766666666666667,365.0,0.5,2015.2,2,baixa,alta,baixa,media,baixa,media
2013021880,4.933333333333334,2.1,7.1,6,3,3,6.233333333333333,3.6333333333333333,360.0,0.5,2015.2,2,baixa,alta,baixa,media,baixa,media
2013021979,2.275,0.2,5.6,4,1,3,5.6,1.1666666666666667,330.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,media
2013021988,3.6000000000000005,0.8,5.9,4,2,2,5.45,1.75,230.0,0.5,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013022009,6.766666666666667,5.0,9.0,6,6,0,6.766666666666667,0.0,390.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013022090,6.8,5.1,9.3,5,5,0,6.8,0.0,300.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013022223,8.716666666666669,6.7,9.9,6,6,0,8.716666666666669,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013022250,5.328571428571428,1.8,6.5,7,5,2,6.220000000000001,3.1,420.0,0.7142857142857143,2015.2,2,baixa,media,media,media,baixa,alta
2013022279,6.279999999999999,2.2,8.0,5,4,1,7.300000000000001,2.2,300.0,0.8,2015.2,2,baixa,alta,media,alta,baixa,media
2013022288,2.66,0.0,5.6,5,1,4,5.6,1.925,300.0,0.2,2015.2,2,baixa,media,baixa,media,baixa,media
2013022312,2.7249999999999996,0.0,6.2,4,1,3,6.2,1.5666666666666667,230.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013022368,6.871428571428573,5.3,8.7,7,7,0,6.871428571428573,0.0,435.0,1.0,2015.2,2,media,alta,media,media,baixa,alta
2013022410,7.828571428571428,6.3,9.8,7,7,0,7.828571428571428,0.0,420.0,1.0,2015.2,2,media,alta,alta,alta,baixa,alta
2013022457,2.0500000000000003,0.0,6.9,4,1,3,6.9,0.43333333333333335,260.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013022466,5.2,3.6,6.1,6,4,2,5.625,4.35,360.0,0.6666666666666666,2015.2,2,baixa,media,media,media,baixa,media
2013022484,4.5,0.1,6.3,6,4,2,5.55,2.4,360.0,0.6666666666666666,2015.2,2,baixa,media,baixa,media,baixa,media
2013022500,4.083333333333333,0.3,8.8,6,3,3,7.166666666666667,1.0,360.0,0.5,2015.2,2,baixa,alta,baixa,alta,baixa,media
2013022519,4.374999999999999,0.7,5.7,4,3,1,5.599999999999999,0.7,245.0,0.75,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013022591,2.55,0.4,6.8,4,1,3,6.8,1.1333333333333333,240.0,0.25,2015.2,2,baixa,media,baixa,media,baixa,baixa
2013022617,7.328571428571428,6.4,8.3,7,7,0,7.328571428571428,0.0,420.0,1.0,2015.2,2,media,alta,alta,alta,baixa,alta
2013022626,7.4799999999999995,6.7,8.8,5,5,0,7.4799999999999995,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013022644,4.716666666666666,0.4,8.5,6,3,3,7.733333333333333,1.7000000000000002,360.0,0.5,2015.2,2,baixa,alta,baixa,alta,baixa,media
2013022690,7.633333333333333,6.5,9.2,6,6,0,7.633333333333333,0.0,360.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
2013022706,5.185714285714286,2.6,6.6,7,6,1,5.616666666666667,2.6,435.0,0.8571428571428571,2015.2,2,baixa,media,media,media,baixa,alta
2013022751,6.749999999999999,5.3,8.1,6,6,0,6.749999999999999,0.0,330.0,1.0,2015.2,2,media,alta,media,media,baixa,media
2013022789,0.0,0.0,0.0,2,0,2,0.0,0.0,135.0,0.0,2015.2,2,baixa,baixa,baixa,baixa,baixa,baixa
2013022831,7.0,5.7,9.7,6,6,0,7.0,0.0,390.0,1.0,2015.2,2,media,alta,alta,alta,baixa,media
