matricula,mediaNotas,menorNota,maiorNota,quantidadeDisciplinasCursadas,quantidadeAprovacoes,quantidadeReprovacoes,mediaAprovadas,mediaReprovadas,cargaHorariaPassada,taxaDeSucesso,semestrePassado,anosMatriculado,menorNota_cat,maiorNota_cat,mediaNotas_cat,mediaAprovadas_cat,mediaReprovadas_cat,cargaHorariaPassada_cat
20170032612,2.76,0.0,5.5,5,2,3,5.3,1.0666666666666667,270.0,0.4,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170032630,3.8000000000000003,0.0,7.5,6,3,3,7.266666666666667,0.3333333333333333,330.0,0.5,2017.1,0,baixa,alta,baixa,alta,baixa,media
20170032659,5.24,2.8,7.1,5,3,2,6.666666666666667,3.0999999999999996,270.0,0.6,2017.1,0,baixa,alta,media,media,baixa,baixa
20170032695,0.12,0.0,0.3,5,0,5,0.0,0.12,270.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20170032710,7.883333333333333,5.5,9.2,6,6,0,7.883333333333333,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170032739,0.6833333333333332,0.0,2.4,6,0,6,0.0,0.6833333333333332,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170032757,7.433333333333334,4.8,8.8,6,5,1,7.960000000000001,4.8,330.0,0.8333333333333334,2017.1,0,baixa,alta,alta,alta,baixa,media
20170032775,3.0,0.0,7.0,6,3,3,5.733333333333333,0.26666666666666666,330.0,0.5,2017.1,0,baixa,alta,baixa,media,baixa,media
20170032917,3.08,0.8,5.9,5,2,3,5.65,1.3666666666666665,270.0,0.4,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170032935,5.916666666666667,0.5,8.1,6,5,1,7.0,0.5,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170032953,4.916666666666667,4.2,5.4,6,4,2,5.175,4.4,330.0,0.6666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170032971,2.65,0.0,6.0,6,2,4,5.5,1.225,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170032990,4.533333333333334,1.0,6.8,6,4,2,6.15,1.3,330.0,0.6666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170033039,6.033333333333334,1.3,8.7,6,5,1,6.9799999999999995,1.3,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170033057,7.25,6.2,9.0,6,6,0,7.25,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170033093,8.133333333333335,7.4,10.0,6,6,0,8.133333333333335,0.0,330.0,1.0,2017.1,0,alta,,alta,alta,baixa,media
20170033191,0.0,0.0,0.0,1,0,1,0.0,0.0,60.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,muito_baixa
20170033235,5.483333333333333,0.0,8.4,6,4,2,7.2,2.05,330.0,0.6666666666666666,2017.1,0,baixa,alta,media,alta,baixa,media
20170033253,3.783333333333333,0.0,6.0,6,3,3,5.666666666666667,1.8999999999999997,330.0,0.5,2017.1,0,baixa,media,baixa,media,baixa,media
20170033271,0.8,0.8,0.8,1,0,1,0.0,0.8,60.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,muito_baixa
20170033290,7.016666666666667,4.2,8.6,6,5,1,7.58,4.2,330.0,0.8333333333333334,2017.1,0,baixa,alta,alta,alta,baixa,media
20170033315,1.05,0.0,3.5,6,0,6,0.0,1.05,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170033333,2.3833333333333333,0.0,5.3,6,1,5,5.3,1.8,330.0,0.16666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170033398,6.7,4.2,8.6,6,5,1,7.2,4.2,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170033413,4.766666666666667,0.0,7.6,6,4,2,6.725,0.85,330.0,0.6666666666666666,2017.1,0,baixa,alta,baixa,media,baixa,media
20170033478,5.966666666666666,0.7,8.1,6,5,1,7.0200000000000005,0.7,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170033496,2.683333333333333,0.2,5.3,6,2,4,5.15,1.45,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170033511,5.166666666666667,2.3,8.1,6,4,2,6.575,2.3499999999999996,330.0,0.6666666666666666,2017.1,0,baixa,alta,media,media,baixa,media
20170033638,7.266666666666667,1.7,10.0,6,5,1,8.379999999999999,1.7,330.0,0.8333333333333334,2017.1,0,baixa,,alta,alta,baixa,media
20170033674,6.333333333333333,4.8,7.5,6,5,1,6.640000000000001,4.8,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170033754,0.0,0.0,0.0,5,0,5,0.0,0.0,270.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20170033772,8.183333333333334,3.3,9.9,6,5,1,9.16,3.3,330.0,0.8333333333333334,2017.1,0,baixa,alta,alta,alta,baixa,media
20170033816,7.8500000000000005,7.0,9.0,6,6,0,7.8500000000000005,0.0,330.0,1.0,2017.1,0,alta,alta,alta,alta,baixa,media
20170033870,3.3166666666666664,1.5,7.0,6,2,4,6.2,1.875,330.0,0.3333333333333333,2017.1,0,baixa,alta,baixa,media,baixa,media
20170033899,6.833333333333335,0.2,8.9,6,5,1,8.16,0.2,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170033914,3.1,0.3,5.8,5,2,3,5.4,1.5666666666666667,270.0,0.4,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170033932,7.116666666666667,5.6,9.0,6,6,0,7.116666666666667,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170033950,7.7,6.0,9.8,5,5,0,7.7,0.0,270.0,1.0,2017.1,0,media,alta,alta,alta,baixa,baixa
20170033997,4.660000000000001,0.0,7.8,5,3,2,6.566666666666667,1.8,270.0,0.6,2017.1,0,baixa,alta,baixa,media,baixa,baixa
20170034018,7.116666666666667,1.6,9.4,6,5,1,8.22,1.6,330.0,0.8333333333333334,2017.1,0,baixa,alta,alta,alta,baixa,media
20170034054,9.216666666666667,7.9,10.0,6,6,0,9.216666666666667,0.0,330.0,1.0,2017.1,0,alta,,alta,alta,baixa,media
20170034072,6.716666666666668,2.5,9.0,6,5,1,7.56,2.5,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170034116,0.0,0.0,0.0,5,0,5,0.0,0.0,270.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20170034134,4.8500000000000005,2.6,5.8,6,4,2,5.4750000000000005,3.5999999999999996,330.0,0.6666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170034214,6.583333333333333,4.5,8.9,6,5,1,7.0,4.5,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170034250,6.45,1.3,8.2,6,5,1,7.4799999999999995,1.3,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170034279,8.116666666666665,5.8,9.9,6,6,0,8.116666666666665,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170034312,0.0,0.0,0.0,2,0,2,0.0,0.0,120.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20170034330,3.4000000000000004,0.0,6.4,6,3,3,5.6000000000000005,1.2,330.0,0.5,2017.1,0,baixa,media,baixa,media,baixa,media
20170034395,3.6666666666666665,0.0,7.9,6,3,3,6.333333333333333,1.0,330.0,0.5,2017.1,0,baixa,alta,baixa,media,baixa,media
20170034410,3.866666666666667,0.0,7.8,6,3,3,6.900000000000001,0.8333333333333334,330.0,0.5,2017.1,0,baixa,alta,baixa,media,baixa,media
20170034457,5.383333333333333,2.8,7.2,6,5,1,5.9,2.8,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170034475,5.816666666666666,2.3,7.3,6,5,1,6.5200000000000005,2.3,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170034493,7.266666666666667,5.0,8.9,6,6,0,7.266666666666667,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170034519,5.633333333333333,0.3,8.2,6,4,2,7.3,2.3,330.0,0.6666666666666666,2017.1,0,baixa,alta,media,alta,baixa,media
20170034555,7.2,5.8,8.4,6,6,0,7.2,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170034573,4.733333333333333,0.0,9.1,6,3,3,7.366666666666667,2.1,330.0,0.5,2017.1,0,baixa,alta,baixa,alta,baixa,media
20170034635,7.875000000000001,6.1,8.8,4,4,0,7.875000000000001,0.0,270.0,1.0,2017.1,0,media,alta,alta,alta,baixa,baixa
20170034653,3.16,0.8,5.0,5,1,4,5.0,2.7,270.0,0.2,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170034690,0.5166666666666666,0.0,1.7,6,0,6,0.0,0.5166666666666666,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170034733,4.266666666666667,1.4,5.9,6,3,3,5.3,3.233333333333333,330.0,0.5,2017.1,0,baixa,media,baixa,media,baixa,media
20170034798,0.04,0.0,0.2,5,0,5,0.0,0.04,270.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20170034831,0.0,0.0,0.0,5,0,5,0.0,0.0,270.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20170034850,3.8666666666666667,0.0,8.0,6,3,3,7.0,0.7333333333333334,330.0,0.5,2017.1,0,baixa,alta,baixa,alta,baixa,media
20170034878,4.749999999999999,1.1,6.5,6,4,2,6.1499999999999995,1.95,330.0,0.6666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170034896,5.983333333333333,2.5,7.5,6,5,1,6.68,2.5,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170034911,2.8333333333333335,0.0,5.9,6,2,4,5.7,1.4,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170034976,7.8500000000000005,5.1,9.2,6,6,0,7.8500000000000005,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170034994,6.699999999999999,4.2,8.3,6,5,1,7.2,4.2,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170035015,3.0833333333333335,0.0,7.6,6,2,4,7.1,1.075,330.0,0.3333333333333333,2017.1,0,baixa,alta,baixa,alta,baixa,media
20170035033,7.083333333333333,5.6,8.0,6,6,0,7.083333333333333,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170035070,7.550000000000001,5.1,9.7,6,6,0,7.550000000000001,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170035098,7.050000000000001,5.2,9.0,6,6,0,7.050000000000001,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170035113,7.366666666666666,3.8,9.4,6,5,1,8.08,3.8,330.0,0.8333333333333334,2017.1,0,baixa,alta,alta,alta,baixa,media
20170035131,6.216666666666668,2.3,9.1,6,5,1,7.0,2.3,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170035150,6.016666666666666,0.0,8.6,6,5,1,7.219999999999999,0.0,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170035196,6.6000000000000005,5.0,8.1,6,6,0,6.6000000000000005,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170035211,7.933333333333333,4.3,9.9,6,5,1,8.66,4.3,330.0,0.8333333333333334,2017.1,0,baixa,alta,alta,alta,baixa,media
20170035276,7.12,4.5,9.0,5,4,1,7.775,4.5,270.0,0.8,2017.1,0,baixa,alta,alta,alta,baixa,baixa
20170035310,6.016666666666666,1.0,8.1,6,5,1,7.019999999999999,1.0,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170035338,6.58,5.3,7.8,5,5,0,6.58,0.0,270.0,1.0,2017.1,0,media,alta,media,media,baixa,baixa
20170035356,7.933333333333333,3.0,10.0,6,5,1,8.919999999999998,3.0,330.0,0.8333333333333334,2017.1,0,baixa,,alta,alta,baixa,media
20170035436,1.02,0.0,2.6,5,0,5,0.0,1.02,270.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20170035472,2.76,0.0,6.8,5,1,4,6.8,1.7499999999999998,270.0,0.2,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170035490,2.0833333333333335,0.0,4.4,6,0,6,0.0,2.0833333333333335,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170035516,7.683333333333334,5.0,9.1,6,6,0,7.683333333333334,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170035570,4.466666666666666,0.0,7.3,6,4,2,6.25,0.9,330.0,0.6666666666666666,2017.1,0,baixa,alta,baixa,media,baixa,media
20170035599,0.03333333333333333,0.0,0.2,6,0,6,0.0,0.03333333333333333,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170035632,5.683333333333334,0.0,8.0,6,5,1,6.82,0.0,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170035650,7.1000000000000005,5.1,9.0,6,6,0,7.1000000000000005,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170035679,6.349999999999999,0.4,9.7,6,5,1,7.540000000000001,0.4,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170035697,6.033333333333334,0.0,8.0,6,5,1,7.24,0.0,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170035730,8.37142857142857,5.3,9.8,7,7,0,8.37142857142857,0.0,360.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170035777,3.9166666666666665,0.0,6.8,6,3,3,6.6000000000000005,1.2333333333333334,330.0,0.5,2017.1,0,baixa,media,baixa,media,baixa,media
20170035795,8.55,8.3,8.8,2,2,0,8.55,0.0,150.0,1.0,2017.1,0,alta,alta,alta,alta,baixa,baixa
20170035857,4.5,0.0,7.6,4,2,2,7.35,1.65,210.0,0.5,2017.1,0,baixa,alta,baixa,alta,baixa,baixa
20170035875,5.933333333333334,0.0,8.5,6,5,1,7.12,0.0,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170035919,4.359999999999999,1.2,7.2,5,3,2,6.099999999999999,1.75,270.0,0.6,2017.1,0,baixa,alta,baixa,media,baixa,baixa
20170035973,3.2199999999999998,0.7,6.2,5,2,3,6.0,1.3666666666666665,270.0,0.4,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170036012,5.25,2.7,6.3,6,5,1,5.76,2.7,330.0,0.8333333333333334,2017.1,0,baixa,media,media,media,baixa,media
20170036030,6.966666666666668,5.0,8.8,6,6,0,6.966666666666668,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170036059,2.22,0.0,5.7,5,1,4,5.7,1.35,270.0,0.2,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170036110,8.083333333333334,6.1,9.2,6,6,0,8.083333333333334,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170036157,4.5,1.5,6.9,6,4,2,5.95,1.6,330.0,0.6666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170036219,4.459999999999999,1.9,5.9,5,3,2,5.400000000000001,3.05,270.0,0.6,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170036237,3.6,0.0,7.2,2,1,1,7.2,0.0,120.0,0.5,2017.1,0,baixa,alta,baixa,alta,baixa,baixa
20170036317,0.0,0.0,0.0,6,0,6,0.0,0.0,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170036335,8.483333333333333,7.2,10.0,6,6,0,8.483333333333333,0.0,330.0,1.0,2017.1,0,alta,,alta,alta,baixa,media
20170036390,6.95,5.9,9.1,6,6,0,6.95,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170036451,4.3,2.4,6.7,6,2,4,6.15,3.375,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170036513,6.533333333333332,5.4,7.0,6,6,0,6.533333333333332,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170036531,0.7666666666666666,0.0,3.2,6,0,6,0.0,0.7666666666666666,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170036578,4.166666666666667,0.4,6.9,6,3,3,5.933333333333334,2.4,330.0,0.5,2017.1,0,baixa,media,baixa,media,baixa,media
20170036596,3.6333333333333333,1.5,5.2,6,2,4,5.1,2.9000000000000004,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170036611,1.8,1.8,1.8,1,0,1,0.0,1.8,60.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,muito_baixa
20170036630,6.566666666666666,5.1,7.8,6,6,0,6.566666666666666,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170036676,4.680000000000001,0.7,8.3,5,3,2,6.7,1.65,270.0,0.6,2017.1,0,baixa,alta,baixa,media,baixa,baixa
20170036694,6.459999999999999,5.0,9.1,5,5,0,6.459999999999999,0.0,270.0,1.0,2017.1,0,media,alta,media,media,baixa,baixa
20170036710,3.75,0.9,7.6,6,2,4,7.5,1.875,330.0,0.3333333333333333,2017.1,0,baixa,alta,baixa,alta,baixa,media
20170036738,6.566666666666666,5.4,7.4,6,6,0,6.566666666666666,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170036756,5.55,0.3,8.7,6,4,2,7.725,1.2,330.0,0.6666666666666666,2017.1,0,baixa,alta,media,alta,baixa,media
20170036774,7.3,7.3,7.3,1,1,0,7.3,0.0,60.0,1.0,2017.1,0,alta,alta,alta,alta,baixa,muito_baixa
20170036792,5.083333333333333,2.9,6.1,6,4,2,5.75,3.75,330.0,0.6666666666666666,2017.1,0,baixa,media,media,media,baixa,media
20170036836,4.633333333333334,0.0,8.5,6,3,3,6.833333333333333,2.433333333333333,330.0,0.5,2017.1,0,baixa,alta,baixa,media,baixa,media
20170036872,7.25,6.0,9.4,6,6,0,7.25,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170036890,8.616666666666667,7.4,10.0,6,6,0,8.616666666666667,0.0,330.0,1.0,2017.1,0,alta,,alta,alta,baixa,media
20170036916,8.066666666666666,7.2,8.8,3,3,0,8.066666666666666,0.0,180.0,1.0,2017.1,0,alta,alta,alta,alta,baixa,baixa
20170036934,3.2400000000000007,1.6,5.6,5,1,4,5.6,2.6500000000000004,270.0,0.2,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170036970,3.96,0.0,7.5,5,3,2,6.533333333333334,0.1,240.0,0.6,2017.1,0,baixa,alta,baixa,media,baixa,baixa
20170036999,3.9333333333333336,1.5,6.0,6,2,4,5.95,2.925,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170037010,6.3,5.0,7.3,6,6,0,6.3,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170037074,4.633333333333334,1.0,6.7,3,2,1,6.45,1.0,120.0,0.6666666666666666,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170037092,5.171428571428571,1.2,8.4,7,5,2,6.639999999999999,1.5,375.0,0.7142857142857143,2017.1,0,baixa,alta,media,media,baixa,media
20170037136,6.466666666666666,5.4,7.8,6,6,0,6.466666666666666,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170037190,3.216666666666667,0.0,5.7,6,2,4,5.45,2.1,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170037234,7.766666666666667,6.5,9.4,6,6,0,7.766666666666667,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170037252,2.1833333333333336,0.0,7.0,6,1,5,7.0,1.22,330.0,0.16666666666666666,2017.1,0,baixa,alta,baixa,alta,baixa,media
20170037332,5.683333333333334,3.0,7.1,6,4,2,6.75,3.55,330.0,0.6666666666666666,2017.1,0,baixa,alta,media,media,baixa,media
20170037379,6.166666666666667,0.7,9.0,6,5,1,7.26,0.7,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170037459,1.1666666666666667,0.0,5.0,6,1,5,5.0,0.39999999999999997,330.0,0.16666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170037477,3.75,0.0,5.0,4,3,1,5.0,0.0,165.0,0.75,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170037495,8.016666666666667,6.7,8.9,6,6,0,8.016666666666667,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170037539,4.9,0.0,7.7,6,5,1,5.880000000000001,0.0,330.0,0.8333333333333334,2017.1,0,baixa,alta,baixa,media,baixa,media
20170037575,7.320000000000002,5.4,8.3,5,5,0,7.320000000000002,0.0,270.0,1.0,2017.1,0,media,alta,alta,alta,baixa,baixa
20170037637,7.9399999999999995,6.7,9.0,5,5,0,7.9399999999999995,0.0,270.0,1.0,2017.1,0,media,alta,alta,alta,baixa,baixa
20170037655,6.08,5.1,6.8,5,5,0,6.08,0.0,270.0,1.0,2017.1,0,media,media,media,media,baixa,baixa
20170037691,5.6000000000000005,1.0,8.1,6,4,2,7.625,1.55,330.0,0.6666666666666666,2017.1,0,baixa,alta,media,alta,baixa,media
20170037753,4.316666666666666,0.0,6.8,6,3,3,6.366666666666666,2.266666666666667,330.0,0.5,2017.1,0,baixa,media,baixa,media,baixa,media
20170037790,5.683333333333334,3.0,7.9,6,5,1,6.220000000000001,3.0,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170037815,3.3333333333333335,0.3,5.7,6,2,4,5.4,2.3000000000000003,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170037833,6.033333333333332,0.0,9.5,6,5,1,7.239999999999999,0.0,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170037898,3.183333333333333,0.5,5.7,6,1,5,5.7,2.6799999999999997,330.0,0.16666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170037950,6.583333333333333,4.3,9.0,6,5,1,7.040000000000001,4.3,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170037978,4.533333333333334,0.3,8.5,6,3,3,7.7,1.366666666666667,330.0,0.5,2017.1,0,baixa,alta,baixa,alta,baixa,media
20170038035,5.2,1.5,7.3,6,5,1,5.94,1.5,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170038053,8.616666666666665,7.8,9.7,6,6,0,8.616666666666665,0.0,330.0,1.0,2017.1,0,alta,alta,alta,alta,baixa,media
20170038090,2.6666666666666665,0.3,5.2,6,1,5,5.2,2.16,330.0,0.16666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170038133,5.1,2.4,6.9,6,4,2,5.925,3.45,330.0,0.6666666666666666,2017.1,0,baixa,media,media,media,baixa,media
20170038151,9.166666666666666,8.4,9.8,6,6,0,9.166666666666666,0.0,330.0,1.0,2017.1,0,alta,alta,alta,alta,baixa,media
20170038170,1.1,0.0,3.7,5,0,5,0.0,1.1,270.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,baixa
20170038213,8.016666666666667,6.4,10.0,6,6,0,8.016666666666667,0.0,330.0,1.0,2017.1,0,media,,alta,alta,baixa,media
20170038231,5.12,0.8,8.5,5,3,2,7.266666666666667,1.9,240.0,0.6,2017.1,0,baixa,alta,media,alta,baixa,baixa
20170038278,4.38,1.7,6.7,5,3,2,5.833333333333333,2.2,270.0,0.6,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170038296,2.34,0.0,5.8,5,2,3,5.65,0.13333333333333333,270.0,0.4,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170038311,5.833333333333333,5.0,7.3,6,6,0,5.833333333333333,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170038330,6.0,5.2,7.4,5,5,0,6.0,0.0,210.0,1.0,2017.1,0,media,alta,media,media,baixa,baixa
20170038358,8.333333333333334,6.9,10.0,6,6,0,8.333333333333334,0.0,330.0,1.0,2017.1,0,media,,alta,alta,baixa,media
20170038376,6.8,5.5,7.3,6,6,0,6.8,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170038394,4.516666666666667,0.7,6.5,6,4,2,5.45,2.65,330.0,0.6666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170038410,4.3500000000000005,1.4,7.7,6,3,3,6.566666666666667,2.1333333333333333,330.0,0.5,2017.1,0,baixa,alta,baixa,media,baixa,media
20170038438,5.266666666666667,2.8,6.8,3,2,1,6.5,2.8,120.0,0.6666666666666666,2017.1,0,baixa,media,media,media,baixa,baixa
20170038474,7.966666666666666,7.1,9.0,6,6,0,7.966666666666666,0.0,330.0,1.0,2017.1,0,alta,alta,alta,alta,baixa,media
20170038536,4.266666666666667,0.0,6.9,6,4,2,6.324999999999999,0.15,330.0,0.6666666666666666,2017.1,0,baixa,media,baixa,media,baixa,media
20170038554,8.55,6.8,9.6,6,6,0,8.55,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170038572,4.4,4.4,4.4,1,0,1,0.0,4.4,60.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,muito_baixa
20170038590,7.116666666666667,5.2,8.1,6,6,0,7.116666666666667,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170038652,0.35000000000000003,0.0,2.1,6,0,6,0.0,0.35000000000000003,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170038670,6.733333333333333,2.2,9.8,6,5,1,7.640000000000001,2.2,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,alta,baixa,media
20170038699,5.82,0.5,8.0,5,4,1,7.15,0.5,270.0,0.8,2017.1,0,baixa,alta,media,alta,baixa,baixa
20170038714,5.550000000000001,1.8,7.1,6,5,1,6.3,1.8,330.0,0.8333333333333334,2017.1,0,baixa,alta,media,media,baixa,media
20170038732,7.6,6.1,8.5,5,5,0,7.6,0.0,240.0,1.0,2017.1,0,media,alta,alta,alta,baixa,baixa
20170038797,6.133333333333333,5.0,7.4,6,6,0,6.133333333333333,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170038812,7.1000000000000005,5.0,8.3,6,6,0,7.1000000000000005,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
20170038910,6.25,5.4,6.7,4,4,0,6.25,0.0,150.0,1.0,2017.1,0,media,media,media,media,baixa,baixa
20170038957,3.133333333333333,1.1,5.5,6,2,4,5.45,1.975,330.0,0.3333333333333333,2017.1,0,baixa,media,baixa,media,baixa,media
20170038993,5.8999999999999995,5.2,7.0,6,6,0,5.8999999999999995,0.0,330.0,1.0,2017.1,0,media,alta,media,media,baixa,media
20170039050,2.34,0.0,5.9,5,1,4,5.9,1.45,270.0,0.2,2017.1,0,baixa,media,baixa,media,baixa,baixa
20170039079,4.016666666666667,1.1,7.9,6,3,3,6.0,2.033333333333333,330.0,0.5,2017.1,0,baixa,alta,baixa,media,baixa,media
20170039130,1.0,0.0,2.2,6,0,6,0.0,1.0,330.0,0.0,2017.1,0,baixa,baixa,baixa,baixa,baixa,media
20170039177,6.6,5.7,7.5,2,2,0,6.6,0.0,90.0,1.0,2017.1,0,media,alta,media,media,baixa,muito_baixa
20170039210,7.366666666666667,6.0,9.7,6,6,0,7.366666666666667,0.0,330.0,1.0,2017.1,0,media,alta,alta,alta,baixa,media
