codigo,AUC,mean_test_AUC,std_test_AUC,mean_train_AUC,std_train_AUC,rank_test_AUC,mean_train_F1,mean_test_F1,std_test_F1,std_train_F1,mean_train_Recall,mean_test_Recall,std_test_Recall,std_train_Recall,mean_train_Precision,mean_test_Precision,std_test_Precision,std_train_Precision,std_ratio,colunas_predicao
ECT2205,0.7598077835990922,0.7598077835990922,0.023164524616438087,0.7659803327028075,0.012166412130324197,1,0.8584122105072463,0.8532813630436721,0.0031356915336980622,0.000929851831226065,0.9363562134033598,0.9279365410064392,0.015587130218926215,0.003671604360969882,0.7924693888446992,0.7900838005323029,0.011559436605390142,0.0032589948606687627,1.9039733627551234,"['mediaNotas', 'menorNota', 'quantidadeAprovacoes', 'quantidadeReprovacoes', 'cargaHorariaPassada', 'anosMatriculado', 'maiorNota_cat_1', 'mediaNotas_cat_2', 'mediaAprovadas_cat_2']"
